0,0.1
0.005,0.11
0.01,0.1
0.015,0.09
0.02,0.1
0.025,0.11
0.03,0.1
0.035,0.09
0.04,0.1
0.045,0.11
0.05,0.1
0.055,0.09
0.06,0.1
0.065,0.11
0.07,0.1
0.075,0.09
0.08,0.1
0.085,0.11
0.09,0.1
0.095,0.09
0.1,0.1
0.105,0.11
0.11,0.1
0.115,0.09
0.12,0.1
0.125,0.11
0.13,0.1
0.135,0.09
0.14,0.1
0.145,0.11
0.15,0.1
0.155,0.09
0.16,0.1
0.165,0.11
0.17,0.1
0.175,0.09
0.18,0.1
0.185,0.11
0.19,0.1
0.195,0.09
0.2,0.1
0.205,0.11
0.21,0.1
0.215,0.09
0.22,0.1
0.225,0.11
0.23,0.1
0.235,0.09
0.24,0.1
0.245,0.11
0.25,0.1
0.255,0.09
0.26,0.1
0.265,0.11
0.27,0.1
0.275,0.09
0.28,0.1
0.285,0.11
0.29,0.1
0.295,0.09
0.3,0.1
0.305,0.11
0.31,0.1
0.315,0.09
0.32,0.1
0.325,0.11
0.33,0.1
0.335,0.09
0.34,0.1
0.345,0.11
0.35,0.1
0.355,0.09
0.36,0.1
0.365,0.11
0.37,0.1
0.375,0.09
0.38,0.1
0.385,0.11
0.39,0.1
0.395,0.09
0.4,0.1
0.405,0.11
0.41,0.1
0.415,0.09
0.42,0.1
0.425,0.11
0.43,0.1
0.435,0.09
0.44,0.1
0.445,0.11
0.45,0.1
0.455,0.09
0.46,0.1
0.465,0.11
0.47,0.1
0.475,0.09
0.48,0.1
0.485,0.11
0.49,0.1
0.495,0.09
0.5,0.1
